Ticket Number,Agent,Priority,Subject,Tags,Conversation Summary,processed_text
6495,101037953612.0,2,Stoping subscription,"Subscription cancellation, Cintoo Cloud","bonjour Caroline, voilà les infos pour arrêter ce compte en paiement CB.       company  email  phone | Simon,     J'ai mis une date de fin sur Orion au plan 0002, voir ci-dessous :          Leur dernière | Hi Simon,     The monthly subscription is cancelled :       I also issued a credit note on their las",bonjour caroline voil les infos pour arrter ce compte en paiement cb company email phone simon jai mis une date de fin sur orion au plan voir cidessous leur dernire hi simon monthly subscription cancelled also issued credit note las
6493,101021676708.0,2,Upload Punktwolken in die Cloud,"Cintoo Connect, Network, proxy","Hi Bruno,  There's a network error leading the import to fail: (Caused by ProxyError('Cannot connect | Omar Zerhouni, FYI - I copy-pasted the same reply of Leo from the ""Related Ticket"".  | Ange Abou thanks, noted.",hi bruno theres network error leading import fail caused proxyerrorcannot connect omar zerhouni fyi copypasted reply leo related ticket ange abou thanks noted
6492,101101147224.0,2,How to download Cintoo user list to excel,Cintoo Cloud,"Hi Kris, can you help this BP user please?      EDIT: note that the user can refer to the Account Ad | Ange Abou sure thing thank you.  | Hi Raksapadjar,    thank you for getting in touch with your support query.     Yes it is certainly p | Hi Kris,

This is very helpful especially to know Cintoo user usage and I am glad about what I am  | Hi Raksapadjar,    thank you we appreciate the update and pleased this provides you the info you nee",hi kris help bp user please edit note user refer account ad ange abou sure thing thank hi raksapadjar thank getting touch support query yes certainly p hi kris helpful especially know cintoo user usage glad hi raksapadjar thank appreciate update pleased provides info nee
6490,,2,Models not updating from ACC when requested,"ACC, Cintoo Cloud, Update Model, AEC-6225","Hi Richard,    We've reproduced the issue on our end, so this will require additional investigation  | Leonardo Hidd Fonteles Martial Marchesseau Check for Updates tool is not working, see attached scree | Oups I will check that immediatly. If the update is broken the workaround is to delete the previousl | OK issue reproduced and bug in progress with high priority [AEC-6225] Update model from ACC is broke | Jira issue status changed to Code Review -(Automation for Jira) added this comment | Jira issue status changed to QA Validation -(Jerome Allasia) added this comment | Jira issue status changed to In Dev -(Martial Marchesseau) added this comment | Jira issue status changed to To be Integrated -(Martial Marchesseau) added this comment | Jira issue status changed to Validated -(Martial Marchesseau) added this comment | Jira issue status changed to Closed -(Cintoo Bot) added this comment | Fix pushed to production. Please check. | Martial Marchesseau working fine on my end now, thanks! I'll let the customer know | Hi Richard,    A fix has been issued for updating model files in Cintoo. Please retry updating your ",hi richard weve reproduced issue end require additional investigation leonardo hidd fonteles martial marchesseau check updates tool working see attached scree oups check immediatly update broken workaround delete previousl ok issue reproduced bug progress high priority aec update model acc broke jira issue status changed code review automation jira added comment jira issue status changed qa validation jerome allasia added comment jira issue status changed dev martial marchesseau added comment jira issue status changed integrated martial marchesseau added comment jira issue status changed validated martial marchesseau added comment jira issue status changed closed cintoo bot added comment fix pushed production please check martial marchesseau working fine end thanks ill let customer know hi richard fix issued updating model files cintoo please retry updating
6488,101053189816.0,2,E57 point cloud could not import,"Cintoo Cloud, Import Point Clouds","Hi Sebastien.,    Yes, it is mandatory to have the CSV scanning path file to import your NavVis E57 ",hi sebastien yes mandatory csv scanning path file import navvis e
6486,101101147224.0,2,"export the panoramic images with X,Y coordinate","Import 360image, Cintoo Cloud","Hi Nisarg,    Thanks for the enquiry. Pleased to see you have identified the Knowledge Base article  | HI Kris,

See attached few Cyclone exported sample photos as requested.
It does not allow to expo | Hi Nisarg,     Thanks for sending those across. ​     Ok so I have checked the metadata of the image | Thanks Kris for taking this one! Another information that's equaly import is the orientation, the us | Leonardo Hidd Fonteles yeah thanks. appreciate the info. difficult one to be fair as if they aren't  | Hi Nisarg,    ​I wanted to get back in touch and offer some additional information in relation to yo",hi nisarg thanks enquiry pleased see identified knowledge base article hi kris see attached cyclone exported sample photos requested allow expo hi nisarg thanks sending across ok checked metadata image thanks kris taking one another information thats equaly import orientation us leonardo hidd fonteles yeah thanks appreciate info difficult one fair arent hi nisarg wanted get back touch offer additional information relation yo
6484,101037953612.0,2,FW: Increased Capacity,Billing,"Hi Simon,     Invoices sent.  Follow up Sales and Orion updated.       Best Regards,  Cécile",hi simon invoices sent follow sales orion updated best regards ccile
6482,101093299571.0,3,VRSI Mesh Export,"Cintoo Cloud, Download Unified 3D Meshes, Projects","Thomas Corvazier Martial Marchesseau Just wanted  to check which group will handle this  | Omar Zerhouni it seems that several mesh fusion jobs have crashed yesterday, that probably explains  | Steven Tan I see that the mesh fusion retried 3 times and eventually failed due to out of memory, it | Thomas Corvazier   Understood. Do we know what could be the bottleneck here or if this has happened  | Steven Tan probably the selected volume was too wide and contained too much data, unfortunately mesh | @Kevin, here's an idea of the size of the work zone, all 59 scans are 40Mpoints, the crop they tried | Kevin Lefay  | Thanks to the DevOps team, we have been able to rerun the job on a VM with more memory with success. | Thanks Kevin Lefay and the DevOps!   Could we have the Jira ticket please for the follow-up? As the  | Ange Abou, there is currently no Jira ticket on our side.  I can create a bug to track the ""incident | Ange Abou I just got off the call with VRSI who is the company I made the ticket for. They have agre | Steven Tan, thank you!   Omar & Kevin Lefay, as far as the temporary solution is fine for the custom | I propose the following actions:  1. Use xxlarge VMs for unified mesh workflow as soon as possible.  | There are other priorities at the moment, but #3 is indeed in my TODO list",thomas corvazier martial marchesseau wanted check group handle omar zerhouni seems several mesh fusion jobs crashed yesterday probably explains steven tan see mesh fusion retried times eventually failed due memory thomas corvazier understood know could bottleneck happened steven tan probably selected volume wide contained much data unfortunately mesh kevin heres idea size work zone scans mpoints crop tried kevin lefay thanks devops team able rerun job vm memory success thanks kevin lefay devops could jira ticket please followup ange abou currently jira ticket side create bug track incident ange abou got call vrsi company made ticket agre steven tan thank omar kevin lefay far temporary solution fine custom propose following actions use xxlarge vms unified mesh workflow soon possible priorities moment indeed todo list
6481,101102656450.0,2,FW: Invoices,,"Hi Björn,    ​Pleased find enclosed your last invoice.  Good receipt,  Best Regards,  Cécile",hi bjrn pleased find enclosed last invoice good receipt best regards ccile
6479,101101147224.0,1,FW: Cintoo: Your model 18276_Federated_DK2.nwd in Wuxi Biologics project could not be imported,"Import Model, NWD, Autodesk Construction Cloud, Cintoo Cloud","Hi Rodney,     yes we can certainly look at this.      As this support ticket was raised by Adam's o | Hi Kris, we can edit the Ticket Details and change the contact details to rodney@tantek4d.com ... I  | Ange Abou  changed thank you. what is the best way to review this get access to the model or the pro | Kris, usually for issue with model importer, we do both:  - get access to the model and project with | Ange Abou thank you i certainly will do this now thank you. Omar Zerhouni FYI | Hi Rodney,    In relation to your problematic upload is it possible to provide me access to the proj | Kris Atkinson Importing .nwd through disk is not an option. How did the user achieve it ? | Omar Zerhouni got point! I'm assuming he wasn't aware that this format was not available via disk im | Omar Zerhouni i have just tested this and the system does come up with unsupported file messages.    | Hi Rodney,    ​In addition can I confirm your import method for the .nwd? did you mention that this  | Hi Rodney,    I just wanted to follow up on the support ticket which was raised around the .nwd file | Hi Kris

Is there a number I can reach you on. Just had a query regarding the asset tag list too. | Hi Rodney,   ​   I don't. I'm available to send you across a team link if you like?        Regards   | Hi Kris ,

Can we go for 5:15 please ? This evening

Sent from Outlook for iOS<https://aka.ms/o0 | Hi Rodney,    thanks for your time yesterday evening.      Looking at the workzone you have added to | Hi Kris

Please find attached

Wuxi Biologics<https://tanteksolutions-my.sharepoint.com/:f:/g/pe | Hi Rodney,    Thanks but i am not able to access that link you have provided. Which email was it sen | Hi Rodney,    just wanted to check in again in relation to the navis file you were having issues wit",hi rodney yes certainly look support ticket raised adams hi kris edit ticket details change contact details rodneytantekdcom ange abou changed thank best way review get access model pro kris usually issue model importer get access model project ange abou thank certainly thank omar zerhouni fyi hi rodney relation problematic upload possible provide access proj kris atkinson importing nwd disk option user achieve omar zerhouni got point im assuming wasnt aware format available via disk im omar zerhouni tested system come unsupported file messages hi rodney addition confirm import method nwd mention hi rodney wanted follow support ticket raised around nwd file hi kris number reach query regarding asset tag list hi rodney dont im available send across team link like regards hi kris go please evening sent outlook ioshttpsakamso hi rodney thanks time yesterday evening looking workzone added hi kris please find attached wuxi biologicshttpstanteksolutionsmysharepointcomfgpe hi rodney thanks able access link provided email sen hi rodney wanted check relation navis file issues wit
6477,101095952946.0,1,ACC Integration - Links Incorrect directing to wrong server,"Autodesk Construction Cloud, Cintoo Cloud, Annotations, AEC-6220","Martial, I guess it's for you as PO for WebApp Frontend.  | Jira issue status changed to Write Spec -(Martial Marchesseau) added this comment | Jira issue status changed to Ready -(Martial Marchesseau) added this comment | Thanks for pointing this bug. I have reproduced the case and opened a new Jira bug task added into s | Jira issue status changed to In Progress -(Automation for Jira) added this comment | Jira issue status changed to Code Review -(Automation for Jira) added this comment | Jira issue status changed to QA Validation -(Timothy Barker) added this comment | Jira issue status changed to To be Integrated -(Mathieu Notheber) added this comment | Jira issue status changed to In Dev -(Automation for Jira) added this comment | Jira issue status changed to Validated -(Mathieu Notheber) added this comment | Jira issue status changed to Closed -(Cintoo Bot) added this comment | The fiw is now in prod for ACC EMEA.  Note that exploring Autodesk API we find out that an APAC regi",martial guess po webapp frontend jira issue status changed write spec martial marchesseau added comment jira issue status changed ready martial marchesseau added comment thanks pointing bug reproduced case opened new jira bug task added jira issue status changed progress automation jira added comment jira issue status changed code review automation jira added comment jira issue status changed qa validation timothy barker added comment jira issue status changed integrated mathieu notheber added comment jira issue status changed dev automation jira added comment jira issue status changed validated mathieu notheber added comment jira issue status changed closed cintoo bot added comment fiw prod acc emea note exploring autodesk api find apac regi
6476,101037953612.0,2,FW: Helsinki cost inquiry for Cintoo 45k capacity,,"Nice work Petra!

I have updated their subscription in Orion and they should be good to go.

Cec | Hello     Invoice sent & follow-up sales updated.     Excellent news",nice work petra updated subscription orion good go cec hello invoice sent followup sales updated excellent news
6474,101053189816.0,2,Uploading 360 photos - feet or meters,"Import 360image, Cintoo Cloud","Hi Stephen,    Yes, the x, y, and z values in your CSV file must be in meters when uploading 360° im",hi stephen yes x z values csv file must meters uploading im
6472,101053189816.0,2,FW: Jedson Cintoo Login,"Login, Cintoo Cloud","Omar Zerhouni I believe the user wants a feature request to have the following done with the reset o | Hi Nick,    Let me check on this matter for you       John Tapia  Technical Support Manager  www.cin | Amanda Nunn Can you let me know if you can access the ticket  | John Tapia I can now thanks :) | Amanda Nunn, unfortunately that's an old story --> https://cintoo.atlassian.net/wiki/spaces/TPM/page | Amanda Nunn FYI this topic is now being tracked in Jira here: CP-361",omar zerhouni believe user wants feature request following done reset hi nick let check matter john tapia technical support manager wwwcin amanda nunn let know access ticket john tapia thanks amanda nunn unfortunately thats old story httpscintooatlassiannetwikispacestpmpage amanda nunn fyi topic tracked jira cp
6469,101053189816.0,2,Access to my Cintoo account,"Reset password, Cintoo Cloud","Hi Scott,    Have you checked your spam folder? Also I would like the URL you are using to reset the",hi scott checked spam folder also would like url using reset
6468,101053189816.0,2,FW: VR,"Cintoo VR, Cintoo Cloud","Hi Jonas,    Can you provide any error messages or screenshots you are getting to further investigat | John Tapia Need to confirm they are using Firefox version 122.0.1 or older, with automatic updates d | Hi Jonas,    You need to make sure you are using Firefox version 122.0.1 or older, with automatic up | Guten Tag John

Danke für deine Nachricht.

Es lag an der Version des Firerfox. Könnte man das P",hi jonas provide error messages screenshots getting investigat john tapia need confirm using firefox version older automatic updates hi jonas need make sure using firefox version older automatic guten tag john danke fr deine nachricht es lag der version des firerfox knnte man das p
6467,101102656450.0,2,FW: Request for Special Pricing on Additional 1000 Scans for Tecno Art Account,,"Hi Simon,     Invoice sent.  Orion and Follow up Sales updated.    Best regards,  Cécile",hi simon invoice sent orion follow sales updated best regards ccile
6465,101102656450.0,2,RE: Invoices cancel subscription,,"Hi Simon,     Subscription cancelled. Orion and Follow up Sales updated.    Kind Regards,  Cécile",hi simon subscription cancelled orion follow sales updated kind regards ccile
6464,101037953612.0,2,I want to close a subscription that is due 23/05/2024,Billing,"Cyril Deguet Leonardo Hidd Fonteles Caroline Noel I was checking the email and the domain and it see | John Tapia Gary Young is a well known customer, you can find several tickets coming from him in Fres | Cyril Deguet Thanks for letting me know  | Just assigning the ticket to Billing  | Hello John,     Fyi, this cancelation has already been handled.     Cheers,     Caroline",cyril deguet leonardo hidd fonteles caroline noel checking email domain see john tapia gary young well known customer find several tickets coming fres cyril deguet thanks letting know assigning ticket billing hello john fyi cancelation already handled cheers caroline
6463,,3,Issue with Process in Parallel for Mobile Scans,"Cintoo Connect, Import Unstructured Scans","Hi Nicholas Czarnick,  Can you provide the file you are using.  My guess is that there is not enough | One can see that the machine has 17 GB available, so this could not be a memory shortage problem. Th | Nicholas Czarnick we couldn't reproduce the bug systematically. Can you share the configuration of y | Omar Zerhouni Here is the e57 file i am using: VLX_e57_with_panos_large.e57      Here are my system  | Omar Zerhouni Xavier Lamorlette I did additional tests with this file: VLX3_WaterTreatment_EmbeddedP | Omar Zerhouni Xavier Lamorlette After additional testing, the only way I was able to consistently re | Nicholas Czarnick I managed to reproduce it. It s an Ivion right ?  The name is also intriguing. Wha | Nicholas Czarnick,     I reproduced the bug 4 times but the 5th time it was alright. aec.dev.cintoo. | “the CPU is at 100%”  This is expected when choosing the maximum parallelism.     “Memory is between | Omar Zerhouni Thanks for the additional information. Yes, its an Ivion generated file, but the name  | Nicholas Czarnick For now, I can only recommend not to use the maximum number of parallelisation pos | Omar Zerhouni Xavier Lamorlette See customer feedback below and screen recording they provided here: | Nicholas Czarnick Thanks for the feedback.     The 128gb was consuming only ~23% at the moment it cr | Hello,     Last week I reproduced the crash with another file in BLK2GO format (logs attached).  I m | Cedric Le Fringere FYI | Omar Zerhouni Here are the specs of their 128gb workstation:          They did clarify that this mac | Thanks Nicholas Czarnick   From Kevin message, we understood the problem. Solving it is another stor | Omar Zerhouni Xavier Lamorlette Leonardo Hidd Fonteles Anis Meftah      Another message from our cus | Nicholas Czarnick,     A workaround I can propose is to try to split the poses in multiple files and | Omar Zerhouni thanks for the input. they will try breaking the project down into separate files and  | Nicholas Czarnick cintoo-connect-setup-2.10.0-alpha-fix-crash-6ef0.exe .  Alpha version with the bug | Omar Zerhouni Thanks! I will share with the customer and ask them to try it | Nicholas Czarnick Hopefully not hearing from you meant the correction worked ? | Omar Zerhouni Still waiting on a response from the customer. I'll let you know as soon as they confi | Omar Zerhouni Just received confirmation from our customers at DLR Group that the alpha fix is worki | Nicholas Czarnick Great to hear that !  Cheers,  Omar",hi nicholas czarnick provide file using guess enough one see machine gb available could memory shortage problem th nicholas czarnick couldnt reproduce bug systematically share configuration omar zerhouni e file using vlxewithpanoslargee system omar zerhouni xavier lamorlette additional tests file vlxwatertreatmentembeddedp omar zerhouni xavier lamorlette additional testing way able consistently nicholas czarnick managed reproduce ivion right name also intriguing wha nicholas czarnick reproduced bug times th time alright aecdevcintoo cpu expected choosing maximum parallelism memory omar zerhouni thanks additional information yes ivion generated file name nicholas czarnick recommend use maximum number parallelisation pos omar zerhouni xavier lamorlette see customer feedback screen recording provided nicholas czarnick thanks feedback gb consuming moment cr hello last week reproduced crash another file blkgo format logs attached cedric le fringere fyi omar zerhouni specs gb workstation clarify mac thanks nicholas czarnick kevin message understood problem solving another stor omar zerhouni xavier lamorlette leonardo hidd fonteles anis meftah another message cus nicholas czarnick workaround propose try split poses multiple files omar zerhouni thanks input try breaking project separate files nicholas czarnick cintooconnectsetupalphafixcrashefexe alpha version bug omar zerhouni thanks share customer ask try nicholas czarnick hopefully hearing meant correction worked omar zerhouni still waiting response customer ill let know soon confi omar zerhouni received confirmation customers dlr group alpha fix worki nicholas czarnick great hear cheers omar
6462,101053189816.0,2,RE: Ben McConville booked a meeting with: Alex Galvan,"Cintoo Connect, Import Drone Data","Hi Ben,    Please let me know if you have followed our documentation  https://cintoo.freshdesk.com/a | Nicholas Czarnick Seems to be the same issue as ticket 6322 | Hi Ben,    Thank you for reaching out with your concerns about the drone data and its density. Here  | Omar Zerhouni We have another ticket which had the same issue as ticket 6322, 6366, 6354 | John Tapia this topic will be raised in the next go no go. I already created a Discovery ticket for ",hi ben please let know followed documentation httpscintoofreshdeskcoma nicholas czarnick seems issue ticket hi ben thank reaching concerns drone data density omar zerhouni another ticket issue ticket john tapia topic raised next go go already created discovery ticket
6461,101102656450.0,2,Ellisdon Renewal,Billing,"Hi Alex,     Invoice sent and Follow up Sales updated.  Kind regards,  Cécile",hi alex invoice sent follow sales updated kind regards ccile
6460,101021676703.0,2,RE: Cintoo Webshare Link,"shared url, Cintoo Cloud","Hi Yvonne,    If the share link was created before Friday, May 3rd, 2024, there was a known issue th | Good morning,

I just recreated the project and that worked.

Thanks!

Regards,

[http://web",hi yvonne share link created friday may rd known issue th good morning recreated project worked thanks regards httpweb
6459,101102656450.0,2,FW: Cintoo Subscription Renewal...,Billing,"Caroline Noel FYI | Hi Simon,     Ok no renewal of subscription for this customer. Nothing to do.  He can still use his ",caroline noel fyi hi simon ok renewal subscription customer nothing still use
6458,101102656450.0,2,Rockwool Renewal 2024-2025,Billing,"Hi Petra,     Invoice sent.  Follow up Sales and Orion updated.       Best regards,  Cécile",hi petra invoice sent follow sales orion updated best regards ccile
6457,,2,FW: Approved - Invoice USD-4183 - to Ford Motor Company (ANID: AN01053388770) - Notification from SAP Business Network,,"Thanks Rob,     That's great - I was waiting for this one.",thanks rob thats great waiting one
6456,101102656450.0,2,"Mehrtec renewal 1K scans CSD, BCM & Branding",,"Hi Petra,     Invoice sent.  Orion & Follow up Sales updated.    Best Regards,  Cécile",hi petra invoice sent orion follow sales updated best regards ccile
6451,101021676710.0,1,Cintoo / ACC Integration - Issue Type,"ACC, Cintoo Cloud","Hello,

Following a previous session with client Bilfinger. I am pushing some of their comments in | Hello,

Following a previous session with client Bilfinger. I am pushing some of their comments in | Hi Kris,  
   
   
   Let me notify the product owners to evaluate the feature request and also do c | @Martial, @Tania, can you please follow up with this? There's maybe an idea on JPD about this. Do no | Sure, Let me ask Petra for the customer’s specific impact.

For me I think some form of notificati | Ideas added to JDP  * [CP-346] Being notified when a new version of a model is available on ACC - Ci | I am checking to see if this is a feature request and if so can we close the ticket Martial Marchess | Hi Kris,  
   
   
   Martial has added 3 new ideas on JPD, I let you go over them and complete with | Great, thank you @Martial for creating the ideas!     @John, I'll let Kris decide whether to close t | Thanks Leo,

Ues the transferred tickets in JIRA look fine and have been updated to start the revi",hello following previous session client bilfinger pushing comments hello following previous session client bilfinger pushing comments hi kris let notify product owners evaluate feature request also c martial tania please follow theres maybe idea jpd sure let ask petra customers specific impact think form notificati ideas added jdp cp notified new version model available acc ci checking see feature request close ticket martial marchess hi kris martial added new ideas jpd let go complete great thank martial creating ideas john ill let kris decide whether close thanks leo ues transferred tickets jira look fine updated start revi
6450,101021676710.0,2,回覆: [Internet]Cintoo: Your 30 day Cintoo Cloud trial begins now,"Cintoo Connect, Network, proxy","Hi Hidy,
   
   
    
   
   
   There's a network error leading the import to fail:
   
   
    
   | @Omar, I think I gave the the good answer to the customer, but could you please double check with th | Dear Leonardo,

Thank you for your email.
We can now access Cintoo Connect.

However, it seems  | Hi Hidy, 
   
   
    
   
   
   Great to hear that the connection issue has been solved.
   
   
  | Dear Leonardo, 

We have a data set of drone data and a set of NavViv pointcloud data.
I refer to | Additional resources in the Knowledge Base about NavVis:  https://help.cintoo.com/support/search/sol | Hi Hidy,    Thank you for the details and data sample for investigation.     Q1: for NavVis data, ar | Dear Leonardo,

Regarding Q1, the issue is that we have only obtained the converted LAS 
data fro | Hi Hidy,  
   
   
   The best is always to have the data as is natively output from the vendor (Nav | Dear Leonardo, 

Due to certain reasons, we may not be able to obtain the mentioned NavVis 
data, | Hidy,
   
   
    
   
   
   Thank you for the feedback, it is a pity that you don't have access to | Dear Leonardo, 

I have revised the scanning path CSV file to 119 scan. However, some parts 
stil | Hi Hidy,  
   
   
   It is better now, you have the data inside the building. The data that's still | Dear Leonardo,

I found there may some missing part. 
Is that because of not enough scan points?  | Hidy,  
   
   
   The number of positions depends indeed on the complexity of the building, special | Hi Steven Tan, who is following up with this trial account on Sales side? Cheers.  | Simon Shaw, are you following up with this prospect? Did he try the last suggestion of Leo? Cheers.  | This ticket is closed and merged into ticket 6600 | My bad here, I have merged this ticket on [#6600] Continued problem uploading e57 : Cintoo Support P | Tickets with IDs 6682 is merged into this ticket. | Merged from ticket 6682  
      Subject: Re: [Internet]Re: 回覆: [Internet]Cintoo: Your 30 day Cintoo  | Hi Hidy,    1. Currently, you can import 360 images if you have the poses (position + orientation) f | @John, as I was replying to this customer, I have linked some articles to our knowledge base and I t | Thank you Leo for the info.  As we're maintaining the content of the Knowledge Base in SharePoint Wo | Ange Abou Got it ",hi hidy theres network error leading import fail omar think gave good answer customer could please double check th dear leonardo thank email access cintoo connect however seems hi hidy great hear connection issue solved dear leonardo data set drone data set navviv pointcloud data refer additional resources knowledge base navvis httpshelpcintoocomsupportsearchsol hi hidy thank details data sample investigation q navvis data ar dear leonardo regarding q issue obtained converted las data fro hi hidy best always data natively output vendor nav dear leonardo due certain reasons may able obtain mentioned navvis data hidy thank feedback pity dont access dear leonardo revised scanning path csv file scan however parts stil hi hidy better data inside building data thats still dear leonardo found may missing part enough scan points hidy number positions depends indeed complexity building special hi steven tan following trial account sales side cheers simon shaw following prospect try last suggestion leo cheers ticket closed merged ticket bad merged ticket continued problem uploading e cintoo support p tickets ids merged ticket merged ticket subject internetre internetcintoo day cintoo hi hidy currently import images poses position orientation f john replying customer linked articles knowledge base thank leo info maintaining content knowledge base sharepoint wo ange abou got
6448,,2,"Folder shared with you: ""Cintoo""",,This ticket is closed and merged into ticket 6446,ticket closed merged ticket
6447,101095952946.0,1,"Reporting a bug in specifying a Workzone's ""Start at"" date.","Cintoo Cloud, Workzones, AEC-6185","Leonardo Hidd Fonteles Martial Marchesseau Tania Samusina I am able to reproduce the issue as well,  | I could not reproduce, creating, editing a workzone I always get the typed data! BTW I see the date  | Got it ? https://cintoo.atlassian.net/browse/AEC-6185 added to sprint 43. | Jira issue status changed to In Progress -(Automation for Jira) added this comment | Jira issue status changed to Code Review -(Automation for Jira) added this comment | Jira issue status changed to QA Validation -(Olivier Beltrando) added this comment | Jira issue status changed to To be Integrated -(Mathieu Notheber) added this comment | Jira issue status changed to In Dev -(Automation for Jira) added this comment | Jira issue status changed to Validated -(Mathieu Notheber) added this comment | Jira issue status changed to Closed -(Cintoo Bot) added this comment | Just checking the status of the fix to this issue | Load in production executed May 30, 2024 at 10:24 AM :) | Has this been deployed yet",leonardo hidd fonteles martial marchesseau tania samusina able reproduce issue well could reproduce creating editing workzone always get typed data btw see date got httpscintooatlassiannetbrowseaec added sprint jira issue status changed progress automation jira added comment jira issue status changed code review automation jira added comment jira issue status changed qa validation olivier beltrando added comment jira issue status changed integrated mathieu notheber added comment jira issue status changed dev automation jira added comment jira issue status changed validated mathieu notheber added comment jira issue status changed closed cintoo bot added comment checking status fix issue load production executed may deployed yet
6446,101093299571.0,2,Cintoo Support,"Cintoo Connect, NWD, Cintoo Cloud","Hi Adrian,    Can you provide the NWD file to verify the structure of the when processed. If the fil | FYI Omar Zerhouni.  | Tickets with IDs 6448 is merged into this ticket. | Merged from ticket 6448  
      Subject: Folder shared with you: ""Cintoo""  
      Description:   
 
 | Omar Zerhouni The customer has given access to the NWD File  | @John, in addition, and more importantly, we only handle models from a NWD file, we don't support re | Omar Zerhouni I checking back on this ticket to see if the file is structured properly not a unified",hi adrian provide nwd file verify structure processed fil fyi omar zerhouni tickets ids merged ticket merged ticket subject folder shared cintoo description omar zerhouni customer given access nwd file john addition importantly handle models nwd file dont support omar zerhouni checking back ticket see file structured properly unified
6445,101021676713.0,2,Users from our supplier - Mino-Automations (China based) are not receiving emails to join the project.,"Cintoo Cloud, Invitation","Thomas Corvazier Salomon Mayengue FYI regarding access to project  | Hi Rob,    We are checking this for you I will get back once we have an answer to the issue.       J | Nicholas Czarnick Is there a specific URL they should be going to  | John Tapia The issue being reported is about members being invited to a project by a current project | Thanks John

Rob

STELLANTIS
Digital Process Engineering
Mobile: (248) 339-6908; Desk: (248) 5 | Hi John,

Were you able to find anything out on this issue? I've had a few of the users reach out  | Thomas/Salomon,     Could you confirm if these requests were received on our end or if there is any  | Steven Tan  could you please ask the client to reinvite these users? Their emails were bounced back. | Salomon Mayengue      Will do.  | Hi Rob,    Thanks for following up. Looks like the original email invitations bounced back and now w | Sorry for the delay,

I removed the users, re-added them back, and they did not receive an invite. | Salomon Mayengue The client has reinvited the users to their project and have included the time this | Steven Tan ,     Upon investigation, we found that the bounce issue is occurring because the Cintoo  | Salomon Mayengue      Thank you for investigating. I will relay the information to the client | Hi Rob,    It looks like your the Cintoo domain is blacklisted by your suppliers server. Can you rea | Hi Steve, is the problem solved on customer side? Cheers. | Ange Abou   Rob hasnt provided any sort of update for me. Let me follow up.  | Hi Rob,    I wanted to follow up on this issue. Were you able to reach out to your supplier to discu | Hi Steven,

I reached out to the supplier to see if they can provide a status update. I haven't he | Hi Rob,    Understood. Thanks for letting us know. We will be waiting for a response. If you need an",thomas corvazier salomon mayengue fyi regarding access project hi rob checking get back answer issue j nicholas czarnick specific url going john tapia issue reported members invited project current project thanks john rob stellantis digital process engineering mobile desk hi john able find anything issue ive users reach thomassalomon could confirm requests received end steven tan could please ask client reinvite users emails bounced back salomon mayengue hi rob thanks following looks like original email invitations bounced back w sorry delay removed users readded back receive invite salomon mayengue client reinvited users project included time steven tan upon investigation found bounce issue occurring cintoo salomon mayengue thank investigating relay information client hi rob looks like cintoo domain blacklisted suppliers server rea hi steve problem solved customer side cheers ange abou rob hasnt provided sort update let follow hi rob wanted follow issue able reach supplier discu hi steven reached supplier see provide status update havent hi rob understood thanks letting us know waiting response need
6444,101102656450.0,2,"FW: PO 4516541929 - 360594 Cintoo US, Inc.",,"I have updated their subscription in Orion.

Cecile - please proceed to process this order.

Tha | Hi Chuck,     Invoice sent.  Follow up Sales updated.    Kind regards,  Cécile | Hi Cecile,
Something doesn’t look right.  Yesterday afternoon we were at $610,186 in MRR.  Today we | Hi Rob,  My mistake, sorry.  But 5408 € i.e 6003 $ for 4 months why the MRR isn't equal to (6003*3)/ | No problem.  Thanks for looking into this.


Rob Rasnic
Chief Sales Officer
[cid:image001.jpg@0",updated subscription orion cecile please proceed process order tha hi chuck invoice sent follow sales updated kind regards ccile hi cecile something doesnt look right yesterday afternoon mrr today hi rob mistake sorry ie months mrr isnt equal problem thanks looking rob rasnic chief sales officer cidimagejpg
6442,101102656450.0,2,FW: Skanska - Cintoo licence Order Details,,"Hi Simon,     Invoice sent to Adam. Orion and Follow up Sales updated.    Kind regards,  Cécile | Good Morning,

Please see attached PO and email from Steve to confirm a new 500 CSD + BCM Site fro | Hi Simon,     Invoice sent to Adam ( customer J Murphy & Sons).  Orion and Follow up Sales updated. ",hi simon invoice sent adam orion follow sales updated kind regards ccile good morning please see attached po email steve confirm new csd bcm site fro hi simon invoice sent adam customer j murphy sons orion follow sales updated
6441,101102656450.0,2,FW: Taylors,Billing,"Hi Simon,     Invoice sent.  Follow up Sales and Orion updated.    Kind regards,  Cécile",hi simon invoice sent follow sales orion updated kind regards ccile
